"Age","Job","Marital","Education","Default","Mortgage","Loan","Contact","Outcome"
43,"blue-collar","single","high.school","unknown","yes","no","mobile","no"
33,"unknown","married","unknown","unknown","yes","no","mobile","no"
60,"unknown","married","university.degree","no","yes","no","landline","no"
33,"blue-collar","married","basic.4y","unknown","yes","no","mobile","yes"
40,"management","married","unknown","unknown","no","yes","landline","yes"
39,"housemaid","married","basic.4y","no","yes","yes","landline","no"
49,"management","married","high.school","unknown","no","no","landline","no"
24,"blue-collar","married","basic.9y","no","yes","no","landline","no"
33,"technician","single","professional.course","no","no","no","mobile","no"
80,"retired","divorced","basic.4y","no","no","yes","mobile","yes"
49,"blue-collar","divorced","high.school","no","yes","no","mobile","no"
33,"technician","single","high.school","no","yes","yes","mobile","yes"
31,"student","single","unknown","unknown","no","yes","mobile","no"
54,"blue-collar","married","basic.4y","unknown","yes","yes","landline","no"
38,"technician","divorced","professional.course","no","no","no","mobile","no"
39,"blue-collar","single","basic.4y","no","yes","no","landline","no"
47,"unknown","married","unknown","unknown","no","no","landline","no"
21,"student","single","basic.9y","no","yes","yes","landline","no"
49,"admin.","divorced","university.degree","unknown","yes","yes","mobile","no"
33,"services","married","high.school","unknown","yes","yes","mobile","no"
31,"technician","single","high.school","unknown","yes","yes","mobile","no"
48,"services","married","unknown","no","yes","no","mobile","yes"
35,"management","married","university.degree","no","no","no","landline","no"
40,"technician","married","professional.course","no","no","no","mobile","no"
51,"unemployed","married","professional.course","unknown","yes","yes","mobile","yes"
45,"admin.","married","high.school","no","yes","yes","landline","no"
53,"admin.","married","basic.9y","unknown","yes","no","landline","no"
36,"entrepreneur","divorced","basic.6y","no","yes","no","mobile","no"
37,"services","single","basic.9y","no","yes","no","mobile","no"
50,"blue-collar","married","basic.4y","unknown","yes","no","mobile","no"
35,"blue-collar","married","basic.9y","no","yes","yes","mobile","no"
41,"admin.","married","high.school","no","yes","yes","landline","no"
42,"unemployed","married","basic.9y","no","yes","yes","landline","no"
33,"self-employed","single","high.school","no","yes","no","mobile","no"
42,"admin.","single","high.school","no","no","no","mobile","yes"
26,"technician","single","university.degree","no","no","no","landline","no"
31,"blue-collar","single","professional.course","no","no","yes","mobile","yes"
41,"blue-collar","single","basic.4y","no","unknown","unknown","mobile","no"
53,"technician","divorced","university.degree","no","no","no","mobile","yes"
70,"retired","married","professional.course","no","yes","no","landline","yes"
40,"blue-collar","single","basic.9y","no","no","no","mobile","no"
51,"admin.","divorced","university.degree","unknown","unknown","unknown","mobile","no"
30,"admin.","married","university.degree","unknown","yes","no","landline","no"
29,"admin.","married","high.school","no","no","no","landline","no"
46,"blue-collar","single","basic.4y","unknown","no","no","mobile","no"
29,"services","divorced","high.school","no","no","yes","landline","no"
34,"technician","married","basic.9y","no","yes","no","mobile","no"
39,"admin.","divorced","high.school","unknown","yes","no","mobile","no"
46,"unknown","single","unknown","no","yes","yes","mobile","no"
37,"technician","married","professional.course","unknown","no","no","mobile","no"
64,"admin.","married","unknown","unknown","yes","no","mobile","yes"
25,"blue-collar","married","basic.6y","unknown","no","no","mobile","no"
35,"admin.","divorced","university.degree","no","yes","no","mobile","no"
24,"unemployed","single","university.degree","no","no","no","landline","no"
50,"technician","divorced","professional.course","unknown","no","no","mobile","no"
37,"technician","single","professional.course","no","yes","no","landline","no"
35,"self-employed","single","university.degree","no","no","no","mobile","yes"
53,"blue-collar","married","high.school","unknown","yes","yes","mobile","no"
35,"management","married","university.degree","no","yes","yes","landline","no"
52,"housemaid","married","basic.4y","unknown","yes","no","landline","no"
42,"technician","single","basic.9y","unknown","no","no","landline","no"
48,"housemaid","married","basic.4y","no","no","yes","mobile","yes"
54,"housemaid","married","basic.4y","unknown","no","no","landline","no"
46,"management","married","unknown","no","yes","no","mobile","yes"
35,"student","single","university.degree","unknown","no","no","landline","yes"
41,"housemaid","married","high.school","no","yes","no","mobile","no"
41,"entrepreneur","divorced","professional.course","no","no","no","mobile","no"
58,"self-employed","married","professional.course","no","yes","no","landline","no"
51,"unemployed","married","basic.6y","no","yes","no","mobile","yes"
57,"management","divorced","university.degree","unknown","yes","yes","mobile","no"
41,"services","single","high.school","no","yes","no","landline","no"
39,"unemployed","single","basic.9y","unknown","yes","no","landline","no"
42,"blue-collar","single","high.school","unknown","yes","no","mobile","no"
32,"technician","married","university.degree","no","yes","yes","landline","no"
62,"admin.","married","university.degree","no","yes","yes","landline","yes"
33,"technician","single","professional.course","no","yes","yes","mobile","yes"
56,"services","single","basic.4y","unknown","yes","no","mobile","no"
28,"management","married","high.school","unknown","no","no","landline","no"
40,"services","single","high.school","no","yes","no","mobile","no"
42,"blue-collar","single","basic.4y","unknown","no","no","mobile","no"
57,"blue-collar","divorced","professional.course","no","no","no","landline","no"
49,"housemaid","single","high.school","unknown","yes","no","landline","no"
46,"blue-collar","married","basic.4y","unknown","no","no","landline","no"
49,"housemaid","married","professional.course","no","no","no","landline","no"
57,"management","divorced","university.degree","no","unknown","unknown","landline","no"
32,"services","single","basic.9y","no","yes","no","landline","no"
51,"management","married","university.degree","unknown","no","no","landline","no"
32,"blue-collar","single","basic.9y","unknown","no","no","landline","no"
41,"blue-collar","single","basic.6y","no","yes","no","mobile","no"
33,"admin.","married","professional.course","no","unknown","unknown","mobile","no"
28,"student","single","university.degree","no","yes","no","mobile","no"
33,"unemployed","married","basic.9y","no","yes","yes","mobile","no"
51,"unemployed","married","high.school","unknown","yes","no","landline","no"
25,"blue-collar","married","basic.9y","unknown","yes","no","landline","no"
52,"housemaid","married","basic.6y","no","yes","no","mobile","no"
37,"management","married","university.degree","unknown","no","no","mobile","no"
23,"services","divorced","high.school","no","yes","yes","mobile","yes"
42,"technician","single","professional.course","unknown","no","no","landline","no"
25,"blue-collar","single","high.school","unknown","no","yes","mobile","no"
37,"technician","married","professional.course","no","yes","yes","mobile","no"
49,"blue-collar","single","basic.4y","no","yes","no","mobile","no"
35,"unemployed","married","university.degree","no","yes","no","landline","no"
26,"blue-collar","married","professional.course","unknown","yes","no","landline","no"
44,"technician","married","professional.course","unknown","yes","no","landline","no"
28,"admin.","single","unknown","no","yes","no","mobile","no"
35,"technician","married","basic.4y","no","no","no","mobile","yes"
30,"admin.","single","university.degree","no","no","yes","landline","no"
41,"housemaid","single","university.degree","no","yes","no","landline","no"
50,"technician","married","professional.course","unknown","yes","no","mobile","no"
58,"admin.","divorced","professional.course","no","no","no","mobile","yes"
55,"technician","single","professional.course","no","yes","yes","landline","no"
31,"blue-collar","single","high.school","no","yes","yes","mobile","no"
34,"services","divorced","high.school","no","yes","yes","mobile","no"
29,"technician","single","university.degree","no","yes","no","landline","no"
39,"self-employed","married","professional.course","no","no","no","mobile","no"
60,"technician","married","professional.course","unknown","no","no","landline","no"
56,"entrepreneur","married","basic.9y","no","yes","no","mobile","no"
43,"blue-collar","married","basic.6y","no","yes","yes","mobile","no"
57,"retired","unknown","basic.4y","no","yes","no","landline","no"
50,"self-employed","married","high.school","no","yes","no","mobile","no"
25,"entrepreneur","single","university.degree","no","yes","no","mobile","yes"
34,"admin.","married","university.degree","no","yes","no","landline","no"
39,"admin.","married","professional.course","no","no","no","mobile","no"
54,"blue-collar","married","basic.6y","unknown","no","no","mobile","no"
43,"unemployed","divorced","basic.4y","no","no","no","mobile","yes"
56,"management","married","basic.6y","no","yes","no","mobile","yes"
47,"housemaid","married","university.degree","no","yes","no","mobile","yes"
41,"technician","divorced","professional.course","no","yes","no","mobile","yes"
33,"blue-collar","single","professional.course","no","no","no","mobile","no"
28,"unemployed","single","high.school","no","yes","yes","landline","no"
37,"self-employed","married","professional.course","no","yes","no","mobile","no"
36,"housemaid","divorced","basic.9y","no","yes","no","mobile","no"
35,"housemaid","married","university.degree","unknown","no","yes","mobile","no"
43,"blue-collar","married","high.school","no","no","no","mobile","no"
47,"blue-collar","married","basic.6y","no","no","no","mobile","no"
49,"admin.","single","high.school","no","yes","no","landline","yes"
30,"management","divorced","high.school","no","no","yes","landline","no"
31,"technician","single","unknown","no","unknown","unknown","mobile","no"
32,"entrepreneur","single","university.degree","no","no","yes","mobile","no"
24,"services","single","basic.9y","no","yes","yes","mobile","no"
56,"blue-collar","married","high.school","unknown","yes","no","landline","no"
42,"management","married","high.school","no","no","no","mobile","yes"
39,"admin.","married","university.degree","no","yes","yes","mobile","no"
58,"unknown","married","basic.4y","no","yes","no","mobile","yes"
26,"self-employed","single","professional.course","no","yes","no","mobile","yes"
35,"blue-collar","single","professional.course","no","yes","no","mobile","no"
46,"unemployed","married","university.degree","no","no","no","mobile","no"
58,"admin.","divorced","university.degree","no","no","no","mobile","no"
46,"admin.","divorced","high.school","no","yes","yes","mobile","yes"
35,"blue-collar","single","basic.9y","no","yes","no","mobile","no"
33,"blue-collar","single","basic.9y","no","yes","yes","mobile","no"
54,"unemployed","married","basic.9y","no","no","yes","mobile","yes"
52,"retired","married","high.school","unknown","no","no","landline","no"
23,"services","single","professional.course","unknown","no","no","landline","no"
49,"technician","married","university.degree","no","yes","yes","mobile","yes"
52,"housemaid","married","basic.9y","no","yes","no","mobile","no"
29,"technician","single","basic.9y","no","yes","no","mobile","no"
48,"housemaid","married","basic.4y","no","yes","no","mobile","no"
25,"services","single","basic.6y","unknown","yes","no","mobile","no"
41,"management","single","unknown","no","no","no","landline","no"
32,"admin.","married","university.degree","no","yes","yes","mobile","no"
42,"management","divorced","high.school","no","no","no","mobile","no"
31,"housemaid","married","basic.4y","unknown","unknown","unknown","landline","no"
43,"technician","single","professional.course","unknown","yes","no","mobile","no"
32,"housemaid","married","basic.4y","no","yes","no","landline","no"
33,"blue-collar","single","basic.9y","unknown","yes","yes","landline","no"
28,"services","single","high.school","no","unknown","unknown","mobile","no"
50,"technician","married","professional.course","no","no","no","landline","no"
45,"admin.","single","university.degree","no","yes","yes","landline","yes"
40,"blue-collar","married","basic.4y","no","yes","yes","mobile","no"
36,"self-employed","single","university.degree","no","yes","yes","mobile","no"
51,"technician","divorced","professional.course","no","yes","no","mobile","no"
32,"unemployed","single","high.school","no","no","yes","landline","no"
34,"unknown","divorced","basic.4y","no","no","no","mobile","no"
54,"admin.","single","basic.9y","no","unknown","unknown","mobile","yes"
39,"blue-collar","married","basic.4y","unknown","yes","no","landline","no"
53,"admin.","single","basic.6y","unknown","no","yes","mobile","no"
39,"self-employed","divorced","university.degree","no","no","no","mobile","no"
52,"self-employed","married","university.degree","no","no","no","mobile","no"
56,"management","married","university.degree","no","no","no","mobile","no"
35,"services","divorced","high.school","no","no","no","mobile","no"
25,"services","single","high.school","no","yes","no","mobile","no"
43,"blue-collar","married","unknown","no","yes","no","mobile","no"
42,"self-employed","married","university.degree","no","yes","no","mobile","yes"
71,"housemaid","married","unknown","no","yes","no","mobile","no"
41,"housemaid","married","high.school","no","yes","no","landline","no"
55,"admin.","divorced","high.school","no","no","no","landline","no"
47,"technician","divorced","university.degree","no","no","no","landline","no"
38,"unknown","single","university.degree","no","no","no","mobile","yes"
29,"technician","single","university.degree","no","yes","no","mobile","yes"
65,"retired","married","professional.course","no","yes","yes","mobile","yes"
35,"admin.","married","university.degree","no","no","no","mobile","no"
59,"admin.","married","university.degree","no","no","no","landline","no"
58,"services","married","high.school","no","yes","no","mobile","no"
37,"admin.","married","university.degree","no","yes","no","landline","no"
47,"technician","married","high.school","no","no","yes","mobile","yes"
31,"admin.","single","university.degree","no","no","no","mobile","no"
32,"admin.","single","professional.course","no","yes","no","mobile","no"
34,"blue-collar","single","high.school","no","yes","no","landline","no"
27,"blue-collar","single","unknown","no","unknown","unknown","mobile","no"
46,"management","married","high.school","no","no","no","mobile","no"
57,"services","married","high.school","unknown","yes","yes","landline","no"
33,"blue-collar","married","basic.4y","no","no","no","mobile","no"
36,"technician","divorced","basic.9y","no","no","no","landline","no"
26,"self-employed","single","university.degree","no","no","no","mobile","no"
43,"admin.","married","unknown","no","yes","no","mobile","no"
28,"unemployed","single","high.school","no","no","no","landline","no"
38,"admin.","divorced","university.degree","no","no","no","landline","no"
51,"admin.","divorced","university.degree","no","yes","no","landline","no"
32,"blue-collar","single","university.degree","no","yes","no","mobile","no"
35,"services","divorced","high.school","no","no","no","landline","no"
45,"admin.","single","university.degree","no","unknown","unknown","mobile","no"
29,"technician","married","university.degree","no","yes","no","landline","no"
26,"student","single","basic.9y","unknown","yes","no","mobile","no"
47,"services","married","university.degree","no","yes","no","landline","no"
49,"management","married","high.school","no","yes","no","landline","no"
46,"management","single","university.degree","no","yes","yes","mobile","no"
48,"services","married","high.school","unknown","yes","no","mobile","no"
30,"blue-collar","married","basic.6y","no","no","no","mobile","no"
41,"services","single","high.school","unknown","no","yes","landline","no"
59,"admin.","divorced","university.degree","no","yes","no","mobile","no"
25,"student","single","unknown","unknown","no","no","mobile","no"
48,"services","divorced","basic.6y","unknown","yes","no","landline","no"
59,"blue-collar","married","basic.6y","unknown","no","no","mobile","no"
30,"admin.","married","high.school","unknown","yes","no","mobile","no"
36,"self-employed","married","university.degree","no","yes","no","mobile","yes"
39,"admin.","married","basic.9y","unknown","yes","no","landline","no"
49,"housemaid","married","basic.4y","no","no","no","landline","no"
30,"services","married","high.school","no","yes","no","landline","no"
36,"blue-collar","married","basic.9y","no","no","no","mobile","no"
29,"blue-collar","single","basic.9y","no","unknown","unknown","landline","no"
53,"entrepreneur","married","basic.9y","no","yes","no","mobile","no"
35,"blue-collar","married","basic.6y","no","no","yes","mobile","no"
48,"retired","married","basic.4y","unknown","no","no","landline","no"
40,"admin.","divorced","university.degree","unknown","yes","no","mobile","no"
45,"technician","married","basic.6y","no","yes","no","mobile","yes"
47,"self-employed","married","unknown","unknown","no","no","landline","no"
36,"entrepreneur","single","university.degree","no","yes","no","mobile","no"
40,"services","married","high.school","unknown","yes","no","mobile","no"
35,"unemployed","single","university.degree","no","yes","yes","mobile","no"
44,"admin.","married","basic.9y","no","yes","no","mobile","no"
37,"self-employed","married","basic.9y","no","yes","no","mobile","no"
29,"admin.","single","university.degree","no","no","yes","mobile","no"
41,"self-employed","married","university.degree","no","no","no","mobile","no"
31,"blue-collar","single","basic.9y","no","yes","yes","mobile","no"
41,"self-employed","married","basic.4y","no","no","no","landline","no"
33,"blue-collar","single","basic.9y","no","yes","no","mobile","no"
32,"technician","married","high.school","no","no","no","landline","yes"
54,"entrepreneur","married","high.school","no","yes","no","mobile","no"
27,"technician","single","professional.course","no","yes","yes","landline","no"
33,"admin.","single","high.school","no","yes","no","landline","no"
45,"technician","divorced","university.degree","unknown","yes","no","mobile","no"
47,"blue-collar","married","basic.9y","no","no","no","mobile","yes"
43,"blue-collar","single","basic.9y","no","yes","no","landline","no"
35,"services","divorced","university.degree","no","yes","no","mobile","no"
42,"admin.","married","university.degree","no","yes","yes","mobile","yes"
42,"self-employed","married","university.degree","no","yes","no","landline","no"
40,"unemployed","married","professional.course","no","no","no","landline","no"
58,"retired","divorced","professional.course","no","no","no","mobile","yes"
36,"services","married","high.school","no","yes","yes","mobile","no"
34,"technician","single","professional.course","unknown","no","no","landline","no"
43,"technician","single","professional.course","no","yes","no","landline","no"
59,"retired","married","basic.4y","no","unknown","unknown","landline","yes"
29,"unemployed","single","basic.9y","no","no","no","mobile","yes"
50,"self-employed","married","basic.4y","unknown","no","yes","landline","yes"
54,"retired","married","high.school","no","yes","no","landline","no"
48,"retired","married","basic.4y","no","no","no","landline","no"
46,"blue-collar","single","basic.4y","no","yes","yes","mobile","no"
48,"housemaid","married","basic.4y","unknown","yes","yes","mobile","no"
54,"unknown","married","unknown","unknown","no","no","landline","no"
44,"admin.","divorced","high.school","no","no","yes","mobile","no"
31,"unemployed","single","basic.9y","no","yes","no","mobile","yes"
31,"admin.","single","university.degree","no","no","yes","landline","no"
57,"technician","married","high.school","unknown","no","yes","mobile","no"
23,"blue-collar","married","basic.9y","no","yes","no","landline","no"
56,"management","married","university.degree","no","yes","yes","landline","no"
59,"admin.","married","university.degree","unknown","no","no","landline","no"
50,"admin.","divorced","high.school","no","no","no","mobile","yes"
40,"admin.","married","basic.9y","unknown","yes","no","landline","no"
34,"student","single","basic.9y","no","no","no","mobile","yes"
43,"admin.","married","high.school","no","no","no","landline","no"
35,"blue-collar","single","professional.course","no","yes","no","mobile","yes"
43,"self-employed","single","professional.course","unknown","yes","yes","landline","no"
52,"technician","single","professional.course","no","yes","yes","mobile","yes"
45,"management","married","basic.9y","no","yes","no","mobile","no"
30,"student","single","unknown","no","yes","no","mobile","no"
54,"technician","single","university.degree","no","yes","no","mobile","no"
38,"entrepreneur","single","university.degree","no","no","no","mobile","no"
29,"management","single","university.degree","no","yes","yes","landline","no"
57,"blue-collar","married","basic.4y","unknown","no","yes","mobile","no"
39,"self-employed","single","basic.9y","unknown","yes","no","mobile","no"
26,"services","married","high.school","no","yes","yes","mobile","no"
36,"technician","married","professional.course","unknown","yes","no","mobile","no"
51,"technician","married","university.degree","no","yes","no","landline","no"
44,"unknown","married","high.school","unknown","yes","no","landline","no"
40,"housemaid","single","university.degree","no","no","no","mobile","yes"
55,"entrepreneur","married","professional.course","no","yes","no","mobile","no"
52,"services","married","high.school","unknown","yes","no","mobile","no"
65,"retired","married","professional.course","no","no","no","mobile","yes"
26,"technician","married","basic.6y","no","yes","no","landline","no"
44,"admin.","married","basic.9y","unknown","yes","yes","mobile","no"
31,"admin.","divorced","professional.course","no","yes","no","mobile","no"
59,"housemaid","divorced","university.degree","no","yes","no","mobile","no"
29,"blue-collar","single","university.degree","no","yes","no","mobile","yes"
42,"blue-collar","single","basic.6y","unknown","no","yes","landline","no"
32,"self-employed","single","professional.course","unknown","yes","no","mobile","no"
42,"admin.","married","basic.9y","unknown","yes","no","mobile","no"
42,"entrepreneur","married","basic.4y","unknown","no","no","mobile","no"
54,"services","married","high.school","no","no","no","mobile","no"
35,"blue-collar","married","basic.9y","no","no","no","landline","yes"
33,"admin.","divorced","university.degree","no","no","yes","mobile","no"
48,"housemaid","married","basic.6y","unknown","yes","no","landline","no"
36,"management","married","university.degree","no","yes","no","landline","no"
52,"services","divorced","basic.4y","no","yes","no","mobile","no"
35,"technician","single","professional.course","no","yes","yes","mobile","no"
27,"services","single","university.degree","no","yes","yes","mobile","no"
33,"unemployed","single","university.degree","no","yes","no","mobile","no"
34,"blue-collar","married","basic.4y","unknown","no","no","landline","no"
47,"blue-collar","married","high.school","no","unknown","unknown","mobile","no"
39,"technician","single","professional.course","no","yes","no","mobile","no"
36,"services","single","university.degree","no","no","yes","mobile","yes"
29,"blue-collar","single","basic.9y","no","yes","no","landline","no"
45,"management","married","unknown","no","yes","no","mobile","no"
68,"retired","divorced","professional.course","no","yes","no","mobile","yes"
45,"entrepreneur","married","university.degree","no","no","no","landline","no"
31,"blue-collar","married","basic.9y","no","no","yes","mobile","no"
57,"management","married","basic.4y","no","yes","no","mobile","no"
33,"unemployed","single","high.school","no","yes","no","mobile","yes"
36,"blue-collar","married","professional.course","no","no","no","mobile","yes"
42,"admin.","single","unknown","unknown","yes","yes","landline","no"
58,"blue-collar","married","basic.9y","no","yes","no","mobile","no"
45,"blue-collar","married","basic.4y","no","unknown","unknown","landline","no"
44,"admin.","married","basic.9y","unknown","no","no","mobile","no"
43,"blue-collar","married","high.school","unknown","no","no","mobile","no"
38,"self-employed","married","university.degree","unknown","no","no","landline","no"
42,"blue-collar","divorced","high.school","no","no","no","landline","no"
33,"services","married","basic.4y","no","no","no","landline","no"
39,"retired","divorced","basic.4y","no","yes","yes","mobile","no"
30,"student","single","university.degree","no","no","no","mobile","no"
40,"technician","married","basic.9y","no","yes","no","mobile","no"
27,"services","single","professional.course","no","yes","yes","landline","no"
39,"technician","married","university.degree","unknown","yes","no","landline","no"
29,"technician","single","unknown","no","no","no","landline","no"
40,"blue-collar","married","basic.9y","no","no","yes","landline","no"
28,"admin.","single","university.degree","no","yes","no","landline","no"
50,"technician","married","university.degree","no","no","no","landline","no"
37,"blue-collar","single","unknown","unknown","no","no","landline","no"
59,"self-employed","married","university.degree","no","no","no","mobile","no"
39,"entrepreneur","married","basic.6y","unknown","no","no","landline","no"
52,"admin.","divorced","university.degree","no","unknown","unknown","mobile","no"
32,"blue-collar","single","basic.4y","unknown","no","no","mobile","no"
35,"management","single","university.degree","unknown","yes","no","mobile","no"
59,"management","married","university.degree","no","yes","no","mobile","no"
57,"admin.","divorced","university.degree","no","yes","no","landline","no"
38,"admin.","divorced","professional.course","no","no","no","mobile","no"
38,"admin.","single","high.school","unknown","yes","no","landline","no"
27,"admin.","married","university.degree","no","no","yes","landline","no"
58,"management","married","university.degree","no","yes","no","landline","no"
49,"services","divorced","high.school","no","no","no","mobile","no"
52,"blue-collar","single","unknown","unknown","no","yes","mobile","no"
37,"student","married","unknown","no","yes","no","mobile","no"
38,"self-employed","married","basic.9y","no","no","yes","mobile","no"
54,"technician","married","basic.4y","no","no","no","landline","no"
26,"student","single","high.school","no","yes","yes","landline","no"
36,"admin.","single","high.school","no","no","no","mobile","no"
55,"admin.","married","basic.9y","no","no","no","mobile","no"
33,"housemaid","married","high.school","no","unknown","unknown","landline","no"
55,"technician","unknown","unknown","unknown","no","no","landline","no"
53,"entrepreneur","divorced","unknown","no","no","no","landline","no"
46,"blue-collar","married","basic.4y","unknown","unknown","unknown","landline","no"
28,"self-employed","single","university.degree","no","no","no","mobile","yes"
73,"retired","married","basic.4y","unknown","no","no","mobile","no"
42,"blue-collar","single","basic.4y","no","no","no","landline","no"
37,"student","single","basic.9y","no","unknown","unknown","mobile","yes"
54,"technician","married","professional.course","no","yes","no","mobile","no"
45,"unknown","unknown","unknown","no","yes","yes","mobile","yes"
43,"blue-collar","divorced","basic.9y","no","yes","no","landline","no"
51,"services","married","basic.9y","no","no","no","mobile","no"
35,"technician","married","professional.course","unknown","yes","yes","mobile","no"
34,"blue-collar","single","university.degree","no","no","no","landline","no"
39,"self-employed","married","university.degree","no","yes","no","mobile","yes"
29,"blue-collar","married","basic.4y","no","yes","no","mobile","no"
46,"services","married","high.school","no","yes","yes","mobile","yes"
37,"management","married","unknown","no","no","no","mobile","no"
44,"technician","married","high.school","no","yes","yes","landline","no"
58,"unemployed","married","professional.course","unknown","no","no","mobile","no"
46,"blue-collar","married","basic.9y","unknown","yes","no","landline","no"
47,"admin.","married","high.school","no","no","no","landline","no"
35,"services","single","basic.4y","no","no","no","landline","no"
42,"technician","married","professional.course","no","no","yes","landline","no"
36,"unknown","single","basic.6y","unknown","yes","no","landline","no"
48,"entrepreneur","single","university.degree","no","no","yes","mobile","no"
33,"technician","single","university.degree","no","yes","yes","mobile","no"
59,"retired","married","university.degree","no","no","no","mobile","yes"
49,"blue-collar","married","basic.9y","unknown","yes","no","mobile","no"
28,"blue-collar","single","basic.9y","no","no","yes","mobile","no"
44,"technician","divorced","high.school","no","no","no","mobile","no"
24,"blue-collar","married","basic.4y","unknown","yes","no","landline","no"
39,"unemployed","single","high.school","no","yes","no","mobile","yes"
31,"services","married","high.school","unknown","yes","yes","landline","no"
45,"admin.","divorced","basic.6y","no","no","yes","landline","no"
41,"admin.","single","high.school","unknown","yes","no","landline","no"
42,"housemaid","divorced","university.degree","no","yes","no","mobile","yes"
30,"blue-collar","single","basic.9y","no","yes","no","mobile","no"
47,"blue-collar","divorced","basic.9y","no","yes","yes","mobile","no"
36,"technician","single","professional.course","no","no","yes","landline","no"
34,"blue-collar","married","basic.9y","unknown","yes","no","mobile","no"
35,"technician","married","professional.course","unknown","yes","no","mobile","no"
56,"blue-collar","divorced","basic.4y","no","no","no","mobile","yes"
28,"admin.","married","university.degree","no","no","yes","mobile","yes"
50,"retired","married","basic.4y","no","yes","no","landline","no"
53,"technician","married","basic.9y","no","yes","no","mobile","no"
39,"management","divorced","university.degree","no","yes","yes","mobile","yes"
34,"admin.","single","university.degree","no","no","yes","landline","no"
28,"admin.","divorced","high.school","no","no","yes","landline","no"
49,"unknown","unknown","unknown","unknown","yes","yes","mobile","no"
25,"technician","unknown","university.degree","no","yes","no","mobile","no"
49,"unemployed","married","high.school","unknown","no","no","mobile","no"
35,"services","single","high.school","no","no","no","landline","no"
33,"services","single","basic.6y","unknown","no","no","mobile","no"
44,"blue-collar","married","basic.6y","no","yes","yes","mobile","no"
49,"blue-collar","divorced","basic.6y","unknown","yes","no","mobile","no"
47,"management","married","university.degree","no","no","no","landline","no"
37,"blue-collar","married","basic.9y","unknown","yes","yes","landline","no"
41,"technician","single","high.school","no","yes","no","landline","no"
33,"housemaid","married","professional.course","no","yes","no","mobile","no"
41,"admin.","married","high.school","no","no","no","landline","yes"
50,"entrepreneur","married","high.school","no","yes","no","mobile","no"
47,"self-employed","married","basic.4y","unknown","unknown","unknown","landline","no"
35,"student","single","university.degree","unknown","yes","yes","landline","no"
36,"technician","single","university.degree","no","yes","no","mobile","no"
30,"blue-collar","single","basic.9y","no","no","yes","mobile","no"
46,"technician","married","university.degree","no","no","no","landline","no"
34,"admin.","single","professional.course","no","no","no","mobile","no"
54,"blue-collar","married","professional.course","unknown","yes","yes","landline","no"
41,"student","single","high.school","no","no","no","landline","yes"
37,"entrepreneur","married","basic.9y","no","no","no","landline","no"
53,"technician","married","professional.course","no","yes","no","landline","no"
55,"admin.","married","professional.course","no","yes","no","mobile","no"
35,"admin.","single","high.school","no","yes","no","landline","yes"
59,"entrepreneur","married","university.degree","unknown","yes","yes","landline","no"
52,"blue-collar","single","unknown","unknown","no","no","landline","no"
33,"management","married","high.school","no","yes","yes","landline","no"
35,"entrepreneur","divorced","university.degree","no","no","no","landline","no"
51,"admin.","married","basic.9y","no","no","yes","landline","no"
30,"technician","married","high.school","no","no","no","mobile","no"
40,"services","married","basic.6y","unknown","no","no","mobile","no"
36,"technician","divorced","professional.course","no","no","no","landline","no"
48,"blue-collar","divorced","basic.4y","unknown","yes","no","landline","no"
52,"retired","married","basic.9y","unknown","no","no","landline","no"
48,"management","married","university.degree","no","yes","no","landline","no"
52,"technician","married","unknown","unknown","yes","no","landline","no"
41,"blue-collar","married","high.school","no","no","no","mobile","no"
37,"unemployed","single","university.degree","no","no","no","mobile","yes"
33,"self-employed","single","basic.4y","no","yes","no","landline","no"
34,"services","single","professional.course","unknown","yes","no","landline","no"
56,"self-employed","married","basic.9y","no","unknown","unknown","mobile","no"
41,"retired","married","basic.4y","no","yes","yes","landline","yes"
52,"services","married","high.school","no","no","yes","landline","no"
50,"services","married","high.school","no","yes","yes","landline","no"
36,"services","single","high.school","no","yes","no","landline","no"
38,"blue-collar","divorced","basic.4y","unknown","no","no","landline","no"
34,"technician","married","university.degree","no","yes","yes","mobile","yes"
50,"admin.","divorced","university.degree","no","no","no","landline","no"
55,"unemployed","single","basic.4y","unknown","unknown","unknown","landline","no"
61,"technician","married","unknown","no","unknown","unknown","mobile","yes"
40,"housemaid","divorced","basic.9y","no","yes","no","mobile","no"
25,"technician","single","high.school","no","no","no","mobile","no"
54,"unemployed","married","high.school","unknown","no","no","mobile","no"
45,"technician","single","professional.course","no","unknown","unknown","mobile","no"
50,"services","single","basic.4y","no","yes","no","landline","no"
40,"admin.","divorced","university.degree","unknown","no","no","landline","no"
41,"admin.","married","basic.6y","no","no","no","landline","no"
55,"admin.","married","high.school","no","unknown","unknown","landline","no"
48,"technician","married","professional.course","unknown","yes","no","mobile","no"
37,"management","single","university.degree","no","yes","no","landline","no"
41,"blue-collar","married","basic.4y","unknown","no","no","landline","no"
34,"technician","single","professional.course","no","unknown","unknown","landline","no"
42,"blue-collar","married","basic.4y","no","yes","no","landline","no"
51,"management","married","high.school","unknown","no","no","mobile","no"
31,"technician","single","basic.9y","no","yes","no","landline","no"
44,"services","married","basic.9y","no","yes","no","landline","no"
53,"admin.","married","basic.9y","no","yes","no","mobile","no"
34,"unknown","single","university.degree","no","no","no","landline","no"
32,"blue-collar","married","basic.9y","unknown","no","no","landline","no"
